Name,URL,Description,Image
Ajith FM,https://stream.zeno.fm/ntkhu40k17zuv,Ajith FM is a Tamil online radio station playing super hits movie songs of MR Ajith kumar. Also known as Thala has a huge Fan base across south India.Listen to Ajith FM Tamil radio station online.,images/ajith-fm.jpg
The Big FM,https://s5.voscast.com:9539/s5.voscast.com,The Big FM is Tamil online radio station broadcasting online from Jaffna Sri Lanka.Big FM Jaffna plays super hi Tamil songs online live.The Big FM can be listen online all over the world through this website.Listen to Big FM Jaffna playing Tamil super hit radio station online.,images/thebigfm2.jpg
Devaprasannam Radio,https://devaprasannam-a9media.radioca.st/stream,"Devaprasannam Radio is Online Tamil Christian Radio Station.Devaprasannam Radio plsys christian preachings in Tamil and Christian jesus songs live online.
தேவப்பிரசன்னம் இணையத்தள வானொலி, தேவனின் கிருபையினால் 2009 முதல் ஜெர்மனியிலிருந்து உலகெங்கிலும் ஒலிபரப்பாகிக் கொண்டிருக்கிறது.",images/devaprasannam.jpg
Yuwave Radio,https://securestreams7.autopo.st/?uri=http://perseverance.shoutca.st:8482/stream?type=http&amp,"Yuwave Tamil Radio Online is an Initiative by Chandrans Yuva, We entertain people with an awesome collections of songs which in terms also has multilingual. We do lot of programs and mimics that keeps you entertained.",images/yuwave.jpg
Krishna FM,https://stream.zeno.fm/gdpufetpuy8uv,"கிருஷ்ணா இணையதள வானொலி இசை ஓர் ஆனந்தம் இசையோடு எப்போதும் இணைந்து இருப்போம் இசை ஓர் கொண்டாட்டம்; இசை ஓர் வசீகரம்.இசை ஓர் ஆனந்தம்;இசை ஓர் உறவு; இசையால் தான் உலகம் சுழலுகிறது..
Listen to Krishna FM Tamil radio station online playing the best of Tamil super hit songs.",images/krishnafm.jpg
Nesaganam Radio,https://usa9.fastcast4u.com/proxy/nesaganam?mp=/1,Nesaganam Radio is a Tamil Internet radio station playing non stop tamil super hit songs.Listen to Nesaganam tamil online Radio,images/nesaganam.jpg
ஊரி தமிழ் வானொலி- Uri,https://stream.zenolive.com/e1vn44f6sfeuv,"Uri tamil radio is a Tamil Talk radio having programs related to Tamil identity and Tamil culture.Listen to Uri Tamil radio staion online.
ஊரி தமிழ் வானொலி உலகத் தமிழர்களின் உறவுப் பாலமாய், உங்கள் உணர்விற்கு வலுச் சேர்க்கும் வண்ணம் – புதுமைகளின் புரட்சியாய் புரட்சி படைக்கிறது உங்கள் புரட்சி வானொலி.",images/uri-tamil.jpg
Pozhil FM,https://stream.zeno.fm/ssnf4ya44d0uv,"Pozhil FM brings you non-stop Tamil Literary songs.It plays devotional Tamil literature and other literature songs.Listen to Pozhil FM Tamil radio station online.
பொழில் பண்பலை Email: punggolcc.iaec@gmail.com",images/pozhilfm.jpg
Udayan Radio,https://stream.zeno.fm/uf1a6guf1k0uv,Udayan Radio Tamil radio station online.Udayan Radio plays super hit Tamil songs.Listen to super hit Tamil radio radio station playing live online from Tamilnadu.,images/udayamradio.jpg
DJ Shifan Radio,https://node-17.zeno.fm/8vw9hec3kwzuv,"DJ Shifan Radio is a Tamil online radio from Sri Lanka.DJ Shafan radio plays non stop Tamil songs live.
Listen to DJ Shafan Radio station online.
டீஜே ஷிபான் ரேடியோ இதில் 24 மணி நேரம் இசையே உங்களுக்கு கேட்கும். உலகமெங்கும் வாழும் தமிழ் பேசும் உறவுகளுடன் பயணிக்கிறது இந்த இசை வானொலி. உங்கள் இணையதளம் மற்றும் வானொலி செயழிகள் உருவாக்க வேண்டுமாக இருந்தால், என்னை நீங்கள் தொடர்பு கொள்ளலாம்.
வைபர் வட்ஸப் ஐ எம் ஓ இலக்கம் +94 75 22 777 67 , இதன் வழியே அழைக்கலாம்.",images/djshafan.jpg
Thuli FM,https://s4.voscast.com:8735/stream,"Thuli Vanoli or Thuli FM is a Tamil online radio station braodcasting from France.Listen to Thuli FM Tamil radio station online.
தமிழ் போற்றும் நல்லுலகில் ஒரு துளி …நமது துளிவானொலி
thulivaanoli@gmail.com",images/thulifm.jpg
Mjoy FM,https://stream.zeno.fm/e7yqb8fe84zuv,Mjoy FM is a Tamil online radio station broadcasting from Tamil Nadu. It plays non stop Tamil super hits songs live non stop.Listen to the best of Kollywood songs.Listen to Mjoy FM Tamil radio station online.,images/mjoyfm.jpg
I Star Radio,https://stream.zeno.fm/bhaubcdww8quv,I Star Radio is a Tamil online radio station broadcasting from Kandy Sri Lanka.Listen to the best of Tamil songs live on I Star Radio.Listen to I Star Radio Tamil radio station online.,images/istarradio.jpg
Irai Oli,https://streamingv2.shoutcast.com/iraivarthai?lang=en%2cen-US%3bq%3d0.9,"இறை ஒலி – இணையதள வானொலி.Irai Varthai இறைவார்த்தை. Preach the Word of God.
Listen to Irai Oli Tamil christian radio station online from Sri Lanka.",images/IRAIOLI.jpg
Jei FM,https://usa3.fastcast4u.com/proxy/jeifm?mp=/1,Jei FM Indrum Endrumdum Isai Swarangal @ Soul Of Entertainment.JEI FM is a radio station that aims to change the radio environment in India.Jei FM tamil is a non stop Tamil radio playing Super kollywood songs from Malaysia.Listen to Jei FM Tamil Live streaming online,images/jeifm.jpg
Thamilaruvi Radio Germany,https://servidor18-4.brlogic.com:7740/live,"Thamilaruvi Radio Germany TRG is a Tamil online radio station broadcasting from Germany.Thamilaruvi Radio Germany
is the best Tamil radio station in Germany.TRG Plays Tamil songa and Tamil programmes.Listen to Thamilaruvi Radio Germany online.",images/trg.jpg
Sydney Vanoli,https://servidor23-3.brlogic.com:7022/live,"Sydney Tamil Radio – Sydney Painthamizhar Vanoli is a Tamil online radio station broadcasting from Sydney Australia.Listen to the best of Tamil songs from Australia.
வணக்கம் சிட்னி – சிட்னி பைந்தமிழர் வானொலி",images/sydneytamil.jpg
Kummalam Radio,https://kummalam.stream.laut.fm/kummalam,Kummalam Radio is a Tamil online radio station from Berlin Germany.Kummalam Radio plays super hit Tamil radio station online playing super hit Kollywood songs.Listen to Kummalam Radio sttion online.,images/kummalamradio.jpg
Thendral World Radio,https://thenralw.radioca.st/LiveStream,This is THENRAL WORLD RADIO(TWR) from Germany. The programmes are also streamed live on the Internet from this site. We were the first to broadcast programmes directly on the net in MP3 format. Melodious music streams in from the new/old film songs to brighten up the day. Our announcers add spice to our programmes by being conversant with the latest Technology.We are using now Ultra High Definition+(UHD+)SoundFilter Technology. Our own FilterScript(new). First time sound stream technology on the Web.Listen to Thendral World Radio station online.,images/thendralfm-1.jpg
Kathiravan FM,https://kathiravanfm-prabak78.radioca.st/stream,Kathiravan FM is a Tamil online radio station broadcasting from Tamilnadu.Listen to the best of nostalogic Tamil songs and Tamil super hits.Listen to Kathiravan FM digital Tamil online radio station.,images/kathiravanfm-1.jpg
Thenaruvi FM,https://thenaruvivaanoli.radioca.st/stream,"Thenaruvi FM is a Tamil online radio station playing from Tamilnadu.It plays the best of Tamil songs and Has Live RJ,Listen to Then aruvi fm Radio station online.",images/thearuvifm.jpg
Vividh Bharati,https://air.pc.cdn.bitgravity.com/air/live/pbaudio001/playlist.m3u8,,images/vividh-bharati.jpg
AIR Tamil,https://air.pc.cdn.bitgravity.com/air/live/pbaudio025/playlist.m3u8,,images/air-tamil.jpg
AIR Coimbatore,https://air.pc.cdn.bitgravity.com/air/live/pbaudio016/playlist.m3u8,,images/aircoimbatore-1.jpg
AIR TIRUNELVELI PC,https://air.pc.cdn.bitgravity.com/air/live/pbaudio061/playlist.m3u8,,images/airtirunelveli.jpg
AIR Tiruchirappalli FM,https://air.pc.cdn.bitgravity.com/air/live/pbaudio040/playlist.m3u8,,images/airtiruchirappallifm.jpg
Nagercoil Kumari FM,https://air.pc.cdn.bitgravity.com/air/live/pbaudio129/playlist.m3u8,,images/nagercoilkumarifm-1.jpg
AIR Coimbatore FM Rainbow,https://air.pc.cdn.bitgravity.com/air/live/pbaudio017/playlist.m3u8,,images/aircoimbatorefmrainbow.jpg
AIR Dharmapuri,https://air.pc.cdn.bitgravity.com/air/live/pbaudio078/playlist.m3u8,,images/RADIO_431421.jpg
AIR Karaikal,https://air.pc.cdn.bitgravity.com/air/live/pbaudio050/playlist.m3u8,,images/RADIO_850420.jpg
AIR CHENNAI B,https://air.pc.cdn.bitgravity.com/air/live/pbaudio020/playlist.m3u8,,images/RADIO_831327.jpg
AIR CHENNAI VBS,https://air.pc.cdn.bitgravity.com/air/live/pbaudio024/playlist.m3u8,,images/RADIO_361667.jpg
AIR CHENNAI PC,https://air.pc.cdn.bitgravity.com/air/live/pbaudio023/playlist.m3u8,,images/RADIO_271861.jpg
AIR CHENNAI RAINBOW,https://air.pc.cdn.bitgravity.com/air/live/pbaudio022/playlist.m3u8,,images/RADIO_327320.jpg
AIR CHENNAI FM GOLD,https://air.pc.cdn.bitgravity.com/air/live/pbaudio021/playlist.m3u8,,images/RADIO_121071.jpg
AIR Tiruchirapalli PC,https://air.pc.cdn.bitgravity.com/air/live/pbaudio041/playlist.m3u8,,images/RADIO_763368.jpg
AIR Puducherry Rainbow,https://air.pc.cdn.bitgravity.com/air/live/pbaudio098/playlist.m3u8,,images/RADIO_224333.jpg
AIR Puducherry PC,https://air.pc.cdn.bitgravity.com/air/live/pbaudio097/playlist.m3u8,,images/RADIO_330207.jpg
AIR Tuticorin,https://air.pc.cdn.bitgravity.com/air/live/pbaudio121/playlist.m3u8,,images/RADIO_750850.jpg
Agaram FM,https://stream-43.zeno.fm/ynuoddjfosluv,"Viber Whatsap Imo          : +94 74 387 2030
Website                               : <a href=""http://www.agaramradio.com/"" target=""_blank"" rel=""noopener"" data-saferedirecturl=""https://www.google.com/url?q=http://www.agaramradio.com/&amp;source=gmail&amp;ust=1688440574619000&amp;usg=AOvVaw30DBE9p1YiFUVo85b_ZEZI"">http://www.agaramradio.com</a>
Email                                   : <a href=""mailto:agaramfmradio@gmail.com"" target=""_blank"" rel=""noopener"">agaramfmradio@gmail.com</a>
Country, town,                  : Trincomalee.Srilanka
Facebook Url                    : <a href=""https://www.facebook.com/agaramfm"" target=""_blank"" rel=""noopener"" data-saferedirecturl=""https://www.google.com/url?q=https://www.facebook.com/agaramfm&amp;source=gmail&amp;ust=1688440574619000&amp;usg=AOvVaw3_NgMp2hJFfiyytd8b5iOG"">https://www.facebook.com/<wbr />agaramfm</a>",images/Logo-512-Agaram-Radio.PNG
